Club,Position,Starter_Name,Starter_Rating,Backup_Name,Backup_Rating,Gap
Ulsan Hyundai FC,Attacker,Kim Seung Joon,73,Lee Keun Ho,68,5
Sint-Truidense VV,Goalkeeper,K. Steppe,70,L. Pirard,68,2
Sint-Truidense VV,Defender,Jorge Teixeira,72,T. Tomiyasu,71,1
Sint-Truidense VV,Midfielder,R. Bezus,73,W. Endo,71,2
Sint-Truidense VV,Attacker,D. Kamada,72,Y. Boli,70,2
Carpi,Goalkeeper,S. Colombi,71,F. Serraiocco,59,12
Carpi,Defender,T. Pachonik,71,F. Poli,68,3
Carpi,Midfielder,Z. Machach,73,L. Pasciuti,71,2
Carpi,Attacker,B. Mokulu,70,A. Arrighini,67,3
Al Fateh,Goalkeeper,M. Koval,68,A. Al Mazaidi,64,4
Al Fateh,Defender,M. Aguirregaray,73,M. Naamani,65,8
Al Fateh,Midfielder,A. Oueslati,68,M. Hamzi,63,5
Al Fateh,Attacker,João Pedro,67,H. Al Juhayyim,63,4
Royal Excel Mouscron,Goalkeeper,O. Werner,68,J. Butez,65,3
Royal Excel Mouscron,Defender,N. Dussenne,68,G. Galitsios,68,0
Royal Excel Mouscron,Midfielder,M. Bakić,69,S. Amallah,68,1
Royal Excel Mouscron,Attacker,M. Leye,73,B. Manuel,66,7
AC Ajaccio,Goalkeeper,B. Leroy,70,F. Sollacaro,57,13
AC Ajaccio,Defender,C. Michelin,70,C. Avinel,69,1
AC Ajaccio,Midfielder,R. Nouri,73,J. Cavalli,71,2
AC Ajaccio,Attacker,G. Gimbert,71,J. Mendes,65,6
PEC Zwolle,Goalkeeper,D. Boer,69,M. van der Hart,68,1
PEC Zwolle,Defender,K. Ehizibue,70,B. van Polen,69,1
PEC Zwolle,Midfielder,Y. Namli,73,V. van Crooij,70,3
PEC Zwolle,Attacker,M. van Duinen,69,G. Scamacca,64,5
Sunderland,Goalkeeper,J. McLaughlin,71,R. Ruiter,68,3
Sunderland,Defender,B. Oviedo,71,A. Matthews,69,2
Sunderland,Midfielder,A. McGeady,73,L. Cattermole,70,3
Sunderland,Attacker,C. Wyke,67,J. Maja,65,2
Club Atlético Aldosivi,Goalkeeper,L. Pocrnjic,73,F. Assmann,64,9
Club Atlético Aldosivi,Defender,L. Villalba,70,L. Galeano,69,1
Club Atlético Aldosivi,Midfielder,E. Videla,71,F. Godoy,68,3
Club Atlético Aldosivi,Attacker,D. Stracqualursi,70,M. Pisano,70,0
US Salernitana 1919,Goalkeeper,A. Micai,70,G. Vannucchi,53,17
US Salernitana 1919,Defender,R. Pucino,71,A. Bernardini,70,1
US Salernitana 1919,Midfielder,J. Akpa Akpro,72,D. Di Gennaro,72,0
US Salernitana 1919,Attacker,A. Rosina,73,A. Vuletich,69,4
FC Lorient,Goalkeeper,D. Petković,65,I. Meslier,61,4
FC Lorient,Defender,V. Le Goff,72,J. Martins Pereira,70,2
FC Lorient,Midfielder,F. Lemoine,73,J. Delaplace,70,3
FC Lorient,Attacker,J. Cabot,72,P. Hamel,69,3
Argentinos Juniors,Goalkeeper,L. Cháves,67,F. Lanzillotta,64,3
Argentinos Juniors,Defender,M. Torrén,70,N. Pérez,70,0
Argentinos Juniors,Midfielder,L. Pisculichi,73,A. Mac Allister,69,4
Argentinos Juniors,Attacker,R. Bobadilla,72,H. Toledo,71,1
AD Alcorcón,Goalkeeper,Raúl Lizoain,72,Dani Jiménez,70,2
AD Alcorcón,Defender,Laure,72,David Fernández,70,2
AD Alcorcón,Midfielder,Errasti,70,Álvaro Peña,69,1
AD Alcorcón,Attacker,Casadesús,72,Juan Muñoz,69,3
Crotone,Goalkeeper,A. Cordaz,72,M. Festa,62,10
Crotone,Defender,M. Sampirisi,70,M. Curado,68,2
Crotone,Midfielder,A. Benali,72,M. Rohdén,72,0
Crotone,Attacker,Simy,72,A. Budimir,70,2
Excelsior,Goalkeeper,S. Stevens,66,M. de Fockert,65,1
Excelsior,Defender,J. Mattheij,72,J. Fortes,67,5
Excelsior,Midfielder,L. Bruins,71,A. Messaoud,67,4
Excelsior,Attacker,M. El Hamdaoui,67,E. Ómarsson,66,1
KV Kortrijk,Goalkeeper,T. Kaminski,72,S. Bruzzese,67,5
KV Kortrijk,Defender,G. Kagelmacher,70,B. Kumordzi,68,2
KV Kortrijk,Midfielder,J. De Sart,71,H. Van Der Bruggen,71,0
KV Kortrijk,Attacker,I. Mboyo,72,T. Chevalier,72,0
IFK Norrköping,Goalkeeper,I. Pettersson,69,D. Mitov Nilsson,68,1
IFK Norrköping,Defender,A. Johansson,72,F. Dagerstål,68,4
IFK Norrköping,Midfielder,A. Fransson,72,S. Thern,71,1
IFK Norrköping,Attacker,D. Moberg Karlsson,69,K. Holmberg,68,1
Adelaide United,Goalkeeper,P. Izzo,67,D. Margush,60,7
Adelaide United,Defender,M. Jakobsen,68,J. Elsey,66,2
Adelaide United,Midfielder,Isaías,72,M. Boland,71,1
Adelaide United,Attacker,B. Diawara,68,B. Halloran,66,2
FC St. Gallen,Goalkeeper,D. Lopar,64,D. Stojanović,63,1
FC St. Gallen,Defender,M. Vilotić,68,S. Hefti,67,1
FC St. Gallen,Midfielder,T. Barnetta,72,K. Manneh,69,3
FC St. Gallen,Attacker,N. Ben Khalifa,68,Y. Tafer,67,1
Tiburones Rojos de Veracruz,Goalkeeper,P. Gallese,72,M. Hernández,67,5
Tiburones Rojos de Veracruz,Defender,J. Paganoni,69,E. Pérez,69,0
Tiburones Rojos de Veracruz,Midfielder,B. Carrasco,72,J. Abrigo,69,3
Tiburones Rojos de Veracruz,Attacker,C. Menéndez,72,D. Chávez,60,12
CD Palestino,Goalkeeper,D. Melo,69,S. Pérez,63,6
CD Palestino,Defender,B. Vidal,70,A. González,67,3
CD Palestino,Midfielder,A. Farías,72,J. Rodríguez,69,3
CD Palestino,Attacker,L. Jiménez,72,R. Gutiérrez,72,0
Jeju United FC,Goalkeeper,Lee Chang Geun,66,Kim Gyeong Min,61,5
Jeju United FC,Defender,Kim Won Il,68,A. Jovanović,66,2
Jeju United FC,Midfielder,Lee Chang Min,72,Jeong Woon,70,2
Jeju United FC,Attacker,Magno,69,Roberson,68,1
Deportes Tolima,Goalkeeper,A. Montero,69,W. Cuesta,61,8
Deportes Tolima,Defender,D. Banguero,72,J. Quiñones,71,1
Deportes Tolima,Midfielder,R. Carrascal,71,R. Robayo,70,1
Deportes Tolima,Attacker,M. Pérez,72,Y. Orozco,72,0
Jeonbuk Hyundai Motors,Goalkeeper,Hong Jung Nam,64,Song Bum Keun,64,0
Jeonbuk Hyundai Motors,Defender,Kim Min Jae,72,Kim Jin Su,72,0
Jeonbuk Hyundai Motors,Midfielder,Son Jun Ho,71,Lee Seung Gi,70,1
Jeonbuk Hyundai Motors,Attacker,Tiago,71,Adriano,71,0
Birmingham City,Goalkeeper,T. Kuszczak,69,D. Stockdale,69,0
Birmingham City,Defender,K. Pedersen,72,H. Dean,71,1
Birmingham City,Midfielder,Jota,72,C. Gardner,70,2
Birmingham City,Attacker,C. Adams,71,L. Jutkiewicz,70,1
América de Cali,Goalkeeper,C. Bejarano,68,Neto,63,5
América de Cali,Defender,P. Armero,71,H. Quiñones,70,1
América de Cali,Midfielder,D. Buitrago,72,J. Cuero,71,1
América de Cali,Attacker,F. Aristeguieta,69,C. Dajome,66,3
La Equidad,Goalkeeper,D. Novoa,68,E. Ruiz,63,5
La Equidad,Defender,A. Correa,68,F. Nájera,67,1
La Equidad,Midfielder,S. Motta,71,M. Mier,69,2
La Equidad,Attacker,C. Peralta,72,L. Cabezas,66,6
Spezia,Goalkeeper,E. Lamanna,72,N. Manfredini,66,6
Spezia,Defender,C. Terzi,72,F. De Col,68,4
Spezia,Midfielder,P. Bartolomei,69,L. Mora,69,0
Spezia,Attacker,A. Galabinov,71,S. Bidaoui,65,6
Aalborg BK,Goalkeeper,J. Rinne,72,M. Lansing,57,15
Aalborg BK,Defender,J. Okore,72,J. Ahlmann,68,4
Aalborg BK,Midfielder,K. Kusk,72,R. Würtz,68,4
Aalborg BK,Attacker,L. Andersen,72,T. van Weert,69,3
Le Havre AC,Goalkeeper,A. Balijon,66,Y. Thuram,65,1
Le Havre AC,Defender,H. Moukoudi,70,D. Bain,68,2
Le Havre AC,Midfielder,Z. Ferhat,72,H. Bazile,70,2
Le Havre AC,Attacker,E. Assifuah,67,J. Thiaré,64,3
Górnik Zabrze,Goalkeeper,T. Loska,67,W. Pawłowski,62,5
Górnik Zabrze,Defender,P. Bochniewicz,66,Dani Suárez,65,1
Górnik Zabrze,Midfielder,S. Żurkowski,72,S. Matuszek,65,7
Górnik Zabrze,Attacker,Angulo,72,L. Wolsztyński,67,5
Central Coast Mariners,Goalkeeper,B. Kennedy,56,A. Pearce,56,0
Central Coast Mariners,Defender,K. Cissé,65,J. Aspropotamitis,64,1
Central Coast Mariners,Midfielder,T. Oar,72,T. Hiariej,70,2
Central Coast Mariners,Attacker,R. McCormack,72,C. Pain,63,9
Wigan Athletic,Goalkeeper,C. Walton,70,J. Jones,65,5
Wigan Athletic,Defender,D. Burn,71,C. Dunkley,70,1
Wigan Athletic,Midfielder,J. Windass,72,N. Powell,72,0
Wigan Athletic,Attacker,J. Garner,71,W. Grigg,70,1
Jagiellonia Białystok,Goalkeeper,M. Kelemen,70,G. Sandomierski,64,6
Jagiellonia Białystok,Defender,I. Runje,72,Guilherme Sityá,71,1
Jagiellonia Białystok,Midfielder,A. Novikovas,71,M. Pospíšil,70,1
Jagiellonia Białystok,Attacker,R. Bezjak,69,K. Świderski,64,5
Cittadella,Goalkeeper,A. Paleari,66,L. Maniero,62,4
Cittadella,Defender,F. Scaglia,69,A. Benedetti,68,1
Cittadella,Midfielder,M. Iori,72,A. Schenetti,69,3
Cittadella,Attacker,A. Bussaglia,66,L. Strizzolo,66,0
Hibernian,Goalkeeper,A. Bogdán,69,O. Marciano,65,4
Hibernian,Defender,M. Milligan,72,E. Ambrose,70,2
Hibernian,Midfielder,D. Horgan,68,S. Whittaker,68,0
Hibernian,Attacker,J. Maclaren,70,F. Kamberi,67,3
FC Lugano,Goalkeeper,D. Da Costa,63,N. Baumann,59,4
FC Lugano,Defender,F. Daprelà,68,M. Čovilo,67,1
FC Lugano,Midfielder,P. Brlek,71,J. Sabbatini,65,6
FC Lugano,Attacker,A. Gerndt,72,M. Janko,69,3
San Martín de San Juan,Goalkeeper,L. Ardente,72,L. Corti,63,9
San Martín de San Juan,Defender,F. Erpen,71,F. Mattia,69,2
San Martín de San Juan,Midfielder,M. Fissore,68,F. Brandán,67,1
San Martín de San Juan,Attacker,M. Bravo,67,P. Alvarenga,65,2
Strømsgodset IF,Goalkeeper,P. Heigre,61,M. Sætra,58,3
Strømsgodset IF,Defender,J. Glesnes,69,J. Parr,68,1
Strømsgodset IF,Midfielder,E. Andersen,72,H. Stengel,67,5
Strømsgodset IF,Attacker,M. Pedersen,70,T. Nguen,68,2
Júbilo Iwata,Goalkeeper,K. Kamiński,66,K. Shimura,62,4
Júbilo Iwata,Defender,E. Albayrak,71,K. Oi,66,5
Júbilo Iwata,Midfielder,S. Nakamura,72,T. Taguchi,67,5
Júbilo Iwata,Attacker,H. Yamada,69,Y. Okubo,69,0
Newell's Old Boys,Goalkeeper,A. Aguerre,70,N. Ibáñez,70,0
Newell's Old Boys,Defender,F. Fontanini,72,I. Piris,72,0
Newell's Old Boys,Midfielder,B. Sarmiento,72,V. Figueroa,72,0
Newell's Old Boys,Attacker,Luís Leal,72,Zé Turbo,67,5
Al Faisaly,Goalkeeper,M. Malaeka,65,K. Sharahili,65,0
Al Faisaly,Defender,Igor Rossi,69,A. Puljić,68,1
Al Faisaly,Midfielder,Rogerinho,72,Luisinho,70,2
Al Faisaly,Attacker,D. Calderón Caicedo,68,J. Akpala,68,0
Colorado Rapids,Goalkeeper,T. Howard,72,Z. MacMath,67,5
Colorado Rapids,Defender,E. Castillo,69,T. Smith,69,0
Colorado Rapids,Midfielder,K. Acosta,72,J. Price,71,1
Colorado Rapids,Attacker,S. Gashi,71,G. Barnes,68,3
IF Elfsborg,Goalkeeper,K. Stuhr-Ellegaard,70,D. Olsson,59,11
IF Elfsborg,Defender,F. Holst,66,J. Nilsson,64,2
IF Elfsborg,Midfielder,S. Lundevall,70,S. Holmén,68,2
IF Elfsborg,Attacker,C. Obasi,72,P. Frick,66,6
SV Sandhausen,Goalkeeper,M. Schuhen,70,N. Lomb,67,3
SV Sandhausen,Defender,P. Klingmann,72,T. Knipping,71,1
SV Sandhausen,Midfielder,N. Daghfous,69,E. Taffertshofer,68,1
SV Sandhausen,Attacker,A. Wooten,70,R. Gíslason,69,1
Al Batin,Goalkeeper,Adriano Facchini,71,M. Al Anazi,63,8
Al Batin,Defender,Lucas Tagliapietra,69,João Gabriel,66,3
Al Batin,Midfielder,Crysan,66,M. Riascos,66,0
Al Batin,Attacker,J. Arango,72,A. Bouhaddouz,70,2
Stade Brestois 29,Goalkeeper,G. Larsonneur,69,D. Léon,63,6
Stade Brestois 29,Defender,A. Weber,70,G. Belaud,70,0
Stade Brestois 29,Midfielder,J. Faussurier,71,M. Autret,69,2
Stade Brestois 29,Attacker,G. Charbonnier,72,K. Mayi,66,6
UD Almería,Goalkeeper,René,72,Fernando,65,7
UD Almería,Defender,E. Saveljich,69,L. Owona,67,2
UD Almería,Midfielder,Juan Carlos,71,J. Arzura,71,0
UD Almería,Attacker,Álvaro,68,P. Caballero,67,1
Gyeongnam FC,Goalkeeper,Son Jeong Hyeon,66,Lee Bum Soo,61,5
Gyeongnam FC,Defender,Woo Ju Sung,65,Lee Jae Myung,63,2
Gyeongnam FC,Midfielder,Negueba,69,Choe Yeong Joon,68,1
Gyeongnam FC,Attacker,Marcão,72,Paulinho,69,3
Yokohama F. Marinos,Goalkeeper,H. Iikura,66,D. Sugimoto,62,4
Yokohama F. Marinos,Defender,D. Cvetinović,70,Thiago Martins,68,2
Yokohama F. Marinos,Midfielder,O. Boumal,72,T. Kida,68,4
Yokohama F. Marinos,Attacker,Hugo Vieira,70,K. Endo,66,4
Kilmarnock,Goalkeeper,J. MacDonald,69,D. Bachmann,62,7
Kilmarnock,Defender,G. Taylor,69,S. O'Donnell,67,2
Kilmarnock,Midfielder,J. Jones,72,R. McKenzie,67,5
Kilmarnock,Attacker,K. Boyd,72,G. Stewart,68,4
Pescara,Goalkeeper,V. Fiorillo,71,S. Farelli,58,13
Pescara,Defender,H. Campagnaro,70,G. Scognamiglio,70,0
Pescara,Midfielder,G. Brugman,72,L. Memushaj,71,1
Pescara,Attacker,L. Mancuso,70,G. Monachello,69,1
Newcastle Jets,Goalkeeper,G. Moss,63,L. Italiano,58,5
Newcastle Jets,Defender,N. Boogaard,68,N. Topor-Stanley,65,3
Newcastle Jets,Midfielder,R. Vargas,72,D. Petratos,71,1
Newcastle Jets,Attacker,R. O'Donovan,66,J. Hoffman,63,3
Córdoba CF,Goalkeeper,Carlos Abad,67,Alberto González,59,8
Córdoba CF,Defender,Aythami Artiles,72,Fernández,69,3
Córdoba CF,Midfielder,Jaime Romero,71,De las Cuevas,70,1
Córdoba CF,Attacker,S. Jovanović,67,Erik Expósito,65,2
RCD Mallorca,Goalkeeper,Manolo Reina,68,Miquel Parera,61,7
RCD Mallorca,Defender,Raillo,69,Xisco Campos,66,3
RCD Mallorca,Midfielder,Salva Sevilla,72,A. Faurlín,70,2
RCD Mallorca,Attacker,Castro,67,Álex López,66,1
Hammarby IF,Goalkeeper,J. Wiland,72,D. Blazevic,59,13
Hammarby IF,Defender,B. Paulsen,69,M. Fenger,68,1
Hammarby IF,Midfielder,J. Hamad,72,S. Martinsson Ngouali,72,0
Hammarby IF,Attacker,N. Đurđić,70,S. Svendsen,66,4
Cerezo Osaka,Goalkeeper,Kim Jin Hyeon,69,K. Tanno,60,9
Cerezo Osaka,Defender,M. Jonjić,71,R. Matsuda,66,5
Cerezo Osaka,Midfielder,H. Kiyotake,72,H. Yamaguchi,71,1
Cerezo Osaka,Attacker,K. Sugimoto,71,Y. Kakitani,70,1
KFC Uerdingen 05,Goalkeeper,R. Vollath,66,R. Benz,58,8
KFC Uerdingen 05,Defender,D. Maroh,72,K. Großkreutz,71,1
KFC Uerdingen 05,Midfielder,D. Daube,69,M. Beister,68,1
KFC Uerdingen 05,Attacker,S. Aigner,71,S. Yesil,65,6
Shimizu S-Pulse,Goalkeeper,Y. Rokutan,65,Y. Uekusa,56,9
Shimizu S-Pulse,Defender,Hwang Seok Ho,66,Freire,66,0
Shimizu S-Pulse,Midfielder,S. Kaneko,70,R. Shirasaki,66,4
Shimizu S-Pulse,Attacker,Douglas,72,Chong Te Se,71,1
MSV Duisburg,Goalkeeper,D. Mesenhöler,67,D. Davari,64,3
MSV Duisburg,Defender,K. Wolze,72,D. Bomheuer,69,3
MSV Duisburg,Midfielder,F. Schnellhardt,71,L. Fröde,71,0
MSV Duisburg,Attacker,B. Tashchy,69,J. Verhoek,69,0
Os Belenenses,Goalkeeper,Mika,69,Guilherme Oliveira,63,6
Os Belenenses,Defender,Gonçalo Silva,72,P. Sagna,70,2
Os Belenenses,Midfielder,Nuno Coelho,72,André Santos,70,2
Os Belenenses,Attacker,Filipe Chaby,70,O. Dramé,70,0
DSC Arminia Bielefeld,Goalkeeper,S. Ortega,72,P. Klewin,67,5
DSC Arminia Bielefeld,Defender,J. Börner,72,S. Salger,70,2
DSC Arminia Bielefeld,Midfielder,M. Christiansen,69,P. Weihrauch,68,1
DSC Arminia Bielefeld,Attacker,F. Klos,71,A. Voglsammer,71,0
Ipswich Town,Goalkeeper,B. Białkowski,72,D. Gerken,68,4
Ipswich Town,Defender,J. Knudsen,70,L. Chambers,69,1
Ipswich Town,Midfielder,G. Ward,70,E. Huws,69,1
Ipswich Town,Attacker,J. Walters,71,E. Harrison,65,6
FC Seoul,Goalkeeper,Yang Han Been,70,Yoo Hyun,63,7
FC Seoul,Defender,Hwang Hyun Soo,68,Park Dong Jin,67,1
FC Seoul,Midfielder,Sin Jin Ho,72,Go Yo Han,71,1
FC Seoul,Attacker,Anderson Lopes,69,Park Chu Young,67,2
Lechia Gdańsk,Goalkeeper,D. Kuciak,70,Z. Alomerović,66,4
Lechia Gdańsk,Defender,F. Mladenović,68,M. Nalepa,66,2
Lechia Gdańsk,Midfielder,L. Haraslín,72,R. Wolski,70,2
Lechia Gdańsk,Attacker,Flavio Paixão,71,A. Sobiech,69,2
Gamba Osaka,Goalkeeper,M. Higashiguchi,72,R. Suzuki,57,15
Gamba Osaka,Defender,G. Miura,67,H. Fujiharu,67,0
Gamba Osaka,Midfielder,Y. Endo,71,S. Kurata,68,3
Gamba Osaka,Attacker,Hwang Ui Jo,71,Ademilson,70,1
CF Rayo Majadahonda,Goalkeeper,Basilio,66,Ander Cantero,63,3
CF Rayo Majadahonda,Defender,Luso,72,Rafa López,71,1
CF Rayo Majadahonda,Midfielder,Verza,71,E. Fernández,68,3
CF Rayo Majadahonda,Attacker,Aitor García,70,Toni Martínez,66,4
LASK Linz,Goalkeeper,A. Schlager,66,T. Gebauer,64,2
LASK Linz,Defender,E. Pogatetz,68,G. Trauner,67,1
LASK Linz,Midfielder,J. Holland,67,M. Ullmann,67,0
LASK Linz,Attacker,T. Goiginger,71,João Victor,69,2
Bolton Wanderers,Goalkeeper,R. Matthews,67,B. Alnwick,66,1
Bolton Wanderers,Defender,P. Olkowski,71,M. Beevers,71,0
Bolton Wanderers,Midfielder,S. Ameobi,71,S. Ireland,70,1
Bolton Wanderers,Attacker,J. Magennis,68,C. Donaldson,67,1
Al Raed,Goalkeeper,A. Doukha,66,A. Al Ruhaili,60,6
Al Raed,Defender,H. Belkaroui,69,M. Atwa,65,4
Al Raed,Midfielder,Y. El Ghanassy,71,F. Hasani,70,1
Al Raed,Attacker,I. Bangoura,71,S. Al Shehri,62,9
Extremadura UD,Goalkeeper,Manu García,66,Álvaro,65,1
Extremadura UD,Defender,Pomares,69,L. Balbi,68,1
Extremadura UD,Midfielder,Diego Capel,69,Kike Márquez,67,2
Extremadura UD,Attacker,Enric Gallego,71,Chuli,69,2
SC Paderborn 07,Goalkeeper,L. Zingerle,69,M. Ratajczak,63,6
SC Paderborn 07,Defender,U. Hünemeier,70,C. Strohdiek,70,0
SC Paderborn 07,Midfielder,P. Klement,71,M. Ritter,69,2
SC Paderborn 07,Attacker,S. Michel,70,B. Zolinski,68,2
Wellington Phoenix,Goalkeeper,F. Kurto,66,O. Sail,59,7
Wellington Phoenix,Defender,S. Taylor,68,D. Fox,64,4
Wellington Phoenix,Midfielder,Mandi,67,S. Singh,67,0
Wellington Phoenix,Attacker,R. Krishna,71,D. Williams,64,7
Unión Española,Goalkeeper,D. Sánchez,69,C. Guerra,66,3
Unión Española,Defender,R. González,69,A. Pizzorno,67,2
Unión Española,Midfielder,R. Carrera,71,I. Poblete,68,3
Unión Española,Attacker,T. Figueroa,70,C. Muñoz,69,1
Alianza Petrolera,Goalkeeper,R. Jérez,68,P. Grazziani,63,5
Alianza Petrolera,Defender,L. Ospina,68,C. Flórez,67,1
Alianza Petrolera,Midfielder,M. Balanta,68,A. Castro,68,0
Alianza Petrolera,Attacker,C. Arias,67,P. Vranjicán,64,3
Cracovia,Goalkeeper,M. Gostomski,64,M. Peškovič,63,1
Cracovia,Defender,M. Helik,67,N. Datković,66,1
Cracovia,Midfielder,J. Gol,71,D. Dąbrowski,69,2
Cracovia,Attacker,Airam,65,Gerard Oliva,64,1
Gangwon FC,Goalkeeper,Kim Ho Jun,67,Lee Bum Young,67,0
Gangwon FC,Defender,V. Sielis,68,D. McGowan,67,1
Gangwon FC,Midfielder,Jung Seok Hwa,68,Hwang Jin Sung,67,1
Gangwon FC,Attacker,U. Đerić,71,Jung Jo Gook,69,2
Elche CF,Goalkeeper,F. Uzoho,68,José Juan,68,0
Elche CF,Defender,A. González,70,Tekio,67,3
Elche CF,Midfielder,Xavi Torres,71,Iván Sánchez,69,2
Elche CF,Attacker,Nino,70,S. Kaba,68,2
ESTAC Troyes,Goalkeeper,A. Letellier,70,M. Samassa,69,1
ESTAC Troyes,Defender,O. Vizcarrondo,71,Y. Salmier,69,2
ESTAC Troyes,Midfielder,B. Nivet,71,J. Berthomier,70,1
ESTAC Troyes,Attacker,Y. Touzghar,70,V. Marcel,69,1
AS Béziers,Goalkeeper,Magno Novaes,66,Y. Marillat,65,1
AS Béziers,Defender,F. Rherras,66,O. Sidibé,65,1
AS Béziers,Midfielder,Cidinho,64,M. Diakota,64,0
AS Béziers,Attacker,A. Rabillard,64,A. Ramalingom,59,5
La Berrichonne de Châteauroux,Goalkeeper,J. Contreras,68,R. Pillot,62,6
La Berrichonne de Châteauroux,Defender,G. Bourillon,67,A. Angoula,66,1
La Berrichonne de Châteauroux,Midfielder,M. Barthelmé,71,J. Livolant,62,9
La Berrichonne de Châteauroux,Attacker,C. Mandanne,70,F. Diarra,66,4
Clermont Foot 63,Goalkeeper,R. Descamps,66,M. Jeannin,64,2
Clermont Foot 63,Defender,F. Ogier,70,J. Laporte,68,2
Clermont Foot 63,Midfielder,M. Pereira Lage,71,F. Honorat,69,2
Clermont Foot 63,Attacker,F. Andriatsima,67,F. Ayé,67,0
1. FC Magdeburg,Goalkeeper,J. Fejzić,69,A. Brunst,65,4
1. FC Magdeburg,Defender,R. Brégerie,71,A. Ignjovski,70,1
1. FC Magdeburg,Midfielder,P. Türpitz,70,M. Niemeyer,68,2
1. FC Magdeburg,Attacker,C. Beck,69,F. Lohkemper,65,4
Pohang Steelers,Goalkeeper,Kang Hyeon Mu,71,Ryu Won Woo,66,5
Pohang Steelers,Defender,Kim Kwang Suk,69,Kang Sang Woo,68,1
Pohang Steelers,Midfielder,Kim Seung Dae,70,Lee Seok Hyun,67,3
Pohang Steelers,Attacker,Léo Gamalho,71,Song Seung Min,68,3
Örebro SK,Goalkeeper,O. Jansson,68,M. Karlsson,55,13
Örebro SK,Defender,M. Almebäck,65,M. Lorentzson,65,0
Örebro SK,Midfielder,N. Besara,71,N. Gerzić,67,4
Örebro SK,Attacker,K. Igboananike,66,M. Omoh,65,1
Arka Gdynia,Goalkeeper,P. Šteinbors,70,M. Staniszewski,58,12
Arka Gdynia,Defender,D. Zbozień,71,A. Marciniak,66,5
Arka Gdynia,Midfielder,G. Cvijanović,67,M. Janota,67,0
Arka Gdynia,Attacker,M. Jankowski,66,A. Kolev,66,0
SG Dynamo Dresden,Goalkeeper,M. Schubert,68,T. Boss,67,1
SG Dynamo Dresden,Defender,D. Dumić,71,B. Hämäläinen,71,0
SG Dynamo Dresden,Midfielder,M. Hartmann,71,P. Heise,70,1
SG Dynamo Dresden,Attacker,P. Ebert,71,H. Duljević,69,2
SpVgg Greuther Fürth,Goalkeeper,S. Burchert,71,M. Funk,61,10
SpVgg Greuther Fürth,Defender,M. Caligiuri,71,M. Maloča,71,0
SpVgg Greuther Fürth,Midfielder,N. Omladič,70,Y. Ideguchi,68,2
SpVgg Greuther Fürth,Attacker,S. Parker,68,D. Keita-Ruel,67,1
CD Huachipato,Goalkeeper,Y. Urra,58,B. Manosalva,53,5
CD Huachipato,Defender,V. Huerta,70,J. Bizama,67,3
CD Huachipato,Midfielder,S. Martínez,71,C. Valenzuela,70,1
CD Huachipato,Attacker,G. Torres,70,J. Parraguez,68,2
Wisła Kraków,Goalkeeper,M. Buchalik,66,M. Lis,56,10
Wisła Kraków,Defender,M. Wasilewski,70,M. Sadlok,69,1
Wisła Kraków,Midfielder,Jesús Imaz,71,P. Małecki,67,4
Wisła Kraków,Attacker,Z. Ondrášek,67,P. Brożek,66,1
Stabæk Fotball,Goalkeeper,R. Sandberg,64,S. Kjellevold,58,6
Stabæk Fotball,Defender,H. Skogseid,65,V. Demidov,65,0
Stabæk Fotball,Midfielder,L. Kassi,67,M. Njie,67,0
Stabæk Fotball,Attacker,O. Omoijuanfo,71,F. Boli,68,3
Eintracht Braunschweig,Goalkeeper,L. Kruse,66,M. Engelhardt,61,5
Eintracht Braunschweig,Defender,G. Valsvik,69,N. Kijewski,65,4
Eintracht Braunschweig,Midfielder,S. Fürstner,68,O. Bulut,66,2
Eintracht Braunschweig,Attacker,C. Nyman,71,P. Hofmann,68,3
Valenciennes FC,Goalkeeper,D. Perquis,69,T. Vincensini,63,6
Valenciennes FC,Defender,J. Cuffaut,70,L. Nestor,67,3
Valenciennes FC,Midfielder,S. Roudet,69,G. Robail,69,0
Valenciennes FC,Attacker,S. Privat,71,F. Raspentino,68,3
FC Thun,Goalkeeper,G. Faivre,65,F. Ruberto,64,1
FC Thun,Defender,R. Gelmi,67,S. Glarner,64,3
FC Thun,Midfielder,M. Tosetti,71,M. Costanzo,69,2
FC Thun,Attacker,D. Sorgić,67,N. Hunziker,58,9
San Luis de Quillota,Goalkeeper,I. González,68,N. Espinoza,62,6
San Luis de Quillota,Defender,J. Mansilla,69,J. Rojas,69,0
San Luis de Quillota,Midfielder,M. Rodriguez,71,B. Sagredo,69,2
San Luis de Quillota,Attacker,M. Caballero,70,C. Escobar,66,4
 SSV Jahn Regensburg,Goalkeeper,P. Pentke,70,A. Weis,68,2
 SSV Jahn Regensburg,Defender,M. Correia,70,S. Nachreiner,68,2
 SSV Jahn Regensburg,Midfielder,J. George,69,M. Lais,68,1
 SSV Jahn Regensburg,Attacker,M. Grüttner,71,S. Adamyan,70,1
Cosenza,Goalkeeper,U. Saracco,60,P. Perina,60,0
Cosenza,Defender,Aníbal Capela,69,M. Pascali,65,4
Cosenza,Midfielder,L. Garritano,71,A. Schetino,66,5
Cosenza,Attacker,G. Tutino,69,R. Maniero,68,1
FC Nordsjælland,Goalkeeper,N. Larsen,66,N. Bertrams,66,0
FC Nordsjælland,Defender,V. Nelsson,69,M. Pedersen,68,1
